1/204,"21.418398, 39.881742",Tent
4/111,"21.418248, 39.880412",Tent
1/116,"21.418778, 39.880176",Tent
3/116,"21.419067, 39.879274",Tent
1/114,"21.418678, 39.878309",Tent
29/068,"21.419217, 39.883888",Tent
31/068,"21.419587, 39.884542",Tent
9/210,"21.419946, 39.885240",Tent
27/068,"21.419447, 39.882933",Tent
25/068,"21.419367, 39.882311",Tent
23/068,"21.419577, 39.881442",Tent
21/068,"21.419826, 39.880412",Tent
12/068,"21.419482, 39.879639",Tent
10/068,"21.419742, 39.878684",Tent
2/632,"21.418971, 39.896077",Tent
4/632,"21.418710, 39.896536",Tent
1/654,"21.426605, 39.901796",Tent
3/654,"21.426226, 39.902525",Tent
3/652,"21.425866, 39.901066",Tent
8/641,"21.424708, 39.900186",Tent
7/643,"21.425087, 39.900787",Tent
16/643,"21.425180, 39.901363",Tent
14/623,"21.424841, 39.902106",Tent
12/643,"21.424544, 39.901196",Tent
6/641,"21.424078, 39.900134",Tent
4/641,"21.423443, 39.899663",Tent
2/641,"21.422652, 39.899436",Tent
1/643,"21.422680, 39.900422",Tent
3/643,"21.423471, 39.900513",Tent
10/643,"21.423994, 39.901387",Tent
8/643,"21.423570, 39.901349",Tent
6/643,"21.423059, 39.901222",Tent
4/643,"21.422643, 39.901209",Tent
2/643,"21.422145, 39.901311",Tent
23/646,"21.421551, 39.899423",Tent
20/647,"21.421052, 39.898938",Tent
18/647,"21.420411, 39.898823",Tent
19/649,"21.420268, 39.899959",Tent
21/649,"21.420969, 39.900061",Tent
20/649,"21.420624, 39.900609",Tent
24/651,"21.421254, 39.901515",Tent
22/651,"21.420684, 39.901349",Tent
20/651,"21.420019, 39.901235",Tent
1/628,"21.419058, 39.896525",Tent
4/25,"21.418101, 39.897139",Tent
6/25,"21.418808, 39.897503",Tent
3/639,"21.418158, 39.898156",Tent
1/649,"21.415008, 39.899309",Tent
3/649,"21.415728, 39.899142",Tent
4/647,"21.416533, 39.898808",Tent
7/649,"21.416943, 39.899597",Tent
8/647,"21.417579, 39.898884",Tent
10/647,"21.418087, 39.899036",Tent
13/649,"21.418539, 39.899825",Tent
14/647,"21.419019, 39.898732",Tent
15/649,"21.419302, 39.899961",Tent
17/649,"21.419740, 39.899779",Tent
16/647,"21.419867, 39.898717",Tent
16/649,"21.418892, 39.900340",Tent
14/649,"21.417211, 39.900113",Tent
12/649,"21.416533, 39.900204",Tent
10/649,"21.415855, 39.900310",Tent
8/649,"21.415248, 39.900310",Tent
4/649,"21.414754, 39.900189",Tent
2/649,"21.414174, 39.900098",Tent
12/088,"21.417169, 39.901114",Tent
5/655,"21.416152, 39.901327",Tent
1/655,"21.414471, 39.900978",Tent
1/088,"21.417565, 39.902131",Tent
3/088,"21.416533, 39.902343",Tent
8/655,"21.416209, 39.901812",Tent
6/655,"21.415545, 39.901767",Tent
4/655,"21.414867, 39.901812",Tent
2/655,"21.414047, 39.901782",Tent
21/088,"21.412550, 39.902586",Tent
11/088,"21.412946, 39.903072",Tent
7/088,"21.414838, 39.902647",Tent
10/651,"21.417824, 39.900696",Tent
8/088,"21.418248, 39.901606",Tent
14/651,"21.418785, 39.900751",Tent
8/044,"21.419145, 39.901673",Tent
18/651,"21.419604, 39.900879",Tent
17/608,"21.415153, 39.895724",Tent
19/608,"21.414809, 39.896145",Tent
15/608,"21.415724, 39.895571",Tent
2/625,"21.416104, 39.898008",Tent
16/616,"21.415771, 39.898097",Tent
4/625,"21.415415, 39.897434",Tent
2/625,"21.414940, 39.897051",Tent
